default,amount,grade,years,ownership,income,age
0,10000,C,11.0,OWN,65000.0,23
0,7500,B,8.0,MORTGAGE,85000.0,27
1,2400,E,15.0,MORTGAGE,41760.0,21
1,9000,D,0.0,RENT,60000.0,43
0,15000,A,5.0,MORTGAGE,40000.0,24
0,5000,B,11.0,RENT,100000.0,27
0,7000,A,0.0,RENT,43000.0,41
1,9750,D,4.0,RENT,21600.0,28
1,25000,D,15.0,MORTGAGE,81000.0,22
0,14000,A,7.0,MORTGAGE,98000.0,26
1,5000,D,2.0,RENT,30000.0,21
1,16000,D,2.0,RENT,95000.0,31
0,5000,A,4.0,OWN,60000.0,24
0,6800,C,5.0,MORTGAGE,60635.0,22
0,7500,A,1.0,MORTGAGE,31200.0,27
0,6000,D,4.0,RENT,38000.0,37
0,10000,C,2.0,RENT,65000.0,25
0,10000,A,,MORTGAGE,57600.0,23
0,25000,B,0.0,MORTGAGE,145000.0,29
0,30000,B,7.0,MORTGAGE,110000.0,41
0,14300,B,3.0,OWN,44390.0,23
1,2000,C,10.0,MORTGAGE,33000.0,21
1,2000,A,16.0,OWN,51996.0,35
0,7000,C,2.0,RENT,57996.0,48
1,16500,A,2.0,RENT,63504.0,25
0,6000,B,1.0,RENT,43000.0,29
1,8500,C,,RENT,27050.0,28
1,7000,A,0.0,RENT,15090.0,22
1,5000,A,,RENT,15000.0,31
0,15000,C,1.0,MORTGAGE,124800.0,28
1,9500,F,0.0,RENT,23040.0,24
1,2400,B,5.0,OWN,48000.0,23
0,1000,D,2.0,RENT,16000.0,21
1,5000,A,1.0,MORTGAGE,52500.0,23
1,8000,D,18.0,RENT,25000.0,33
1,14800,D,8.0,MORTGAGE,60000.0,29
1,3000,C,26.0,MORTGAGE,80000.0,42
1,4000,D,3.0,MORTGAGE,60000.0,23
0,2400,C,6.0,MORTGAGE,30000.0,23
1,10800,B,2.0,RENT,39996.0,26
0,15000,D,8.0,RENT,54996.0,28
1,6800,C,3.0,MORTGAGE,65000.0,24
1,6000,B,0.0,RENT,19200.0,24
0,11200,B,13.0,MORTGAGE,132000.0,26
1,14000,C,4.0,RENT,110000.0,24
0,12000,A,3.0,RENT,60000.0,23
0,12000,D,0.0,RENT,90000.0,25
1,3000,A,0.0,RENT,50000.0,26
0,12000,B,12.0,RENT,70000.0,24
0,12800,B,2.0,RENT,60000.0,23
0,3600,B,6.0,RENT,45000.0,27
1,12000,C,1.0,MORTGAGE,25000.0,26
1,6400,A,0.0,RENT,32000.0,43
0,9600,C,4.0,OWN,85000.0,23
1,4800,D,17.0,RENT,35000.0,32
0,2500,D,4.0,MORTGAGE,444000.0,41
1,12000,A,4.0,RENT,43000.0,29
0,4500,A,23.0,MORTGAGE,72000.0,28
0,3600,D,3.0,MORTGAGE,43000.0,23
0,12000,B,1.0,RENT,39000.0,23
0,3600,A,3.0,RENT,82300.0,28
1,4800,A,10.0,OWN,48000.0,22
1,20000,C,2.0,RENT,80000.0,26
0,10000,A,3.0,RENT,65520.0,26
1,5500,B,1.0,RENT,54000.0,55
0,16000,B,23.0,MORTGAGE,80000.0,22
1,7100,C,1.0,RENT,33000.0,25
1,3675,B,0.0,MORTGAGE,45000.0,28
1,18000,E,3.0,RENT,45000.0,25
0,7000,A,0.0,MORTGAGE,100000.0,23
1,13000,B,2.0,MORTGAGE,37000.0,33
0,6000,C,0.0,MORTGAGE,57600.0,30
0,9000,A,7.0,MORTGAGE,48800.0,24
1,1750,D,2.0,OWN,15000.0,25
0,12000,B,3.0,MORTGAGE,100000.0,22
1,7000,A,2.0,MORTGAGE,54000.0,23
0,12000,B,9.0,RENT,55200.0,37
0,6600,C,3.0,RENT,70000.0,23
0,7875,B,4.0,MORTGAGE,55680.0,24
1,3600,C,5.0,MORTGAGE,207000.0,29
0,5000,B,,RENT,17220.0,21
0,10000,C,2.0,RENT,130000.0,27
1,8500,B,0.0,RENT,25000.0,24
0,4000,C,4.0,RENT,36000.0,31
1,2250,A,8.0,MORTGAGE,54000.0,25
0,5600,C,5.0,RENT,34444.0,29
0,5600,B,0.0,RENT,12000.0,29
0,10000,B,6.0,MORTGAGE,86000.0,22
0,12000,B,3.0,MORTGAGE,100000.0,22
0,19200,D,3.0,RENT,55000.0,23
0,7200,A,9.0,MORTGAGE,69000.0,24
0,8800,B,17.0,MORTGAGE,125000.0,33
1,6500,C,16.0,MORTGAGE,91200.0,24
0,6000,A,0.0,MORTGAGE,116700.0,22
0,4200,A,7.0,MORTGAGE,63000.0,36
1,6500,A,12.0,MORTGAGE,64800.0,27
1,2800,A,3.0,RENT,27000.0,22
1,5000,B,7.0,RENT,47496.0,25
0,4950,B,,RENT,13296.0,25
1,8500,B,19.0,MORTGAGE,46500.0,24
1,3000,B,0.0,MORTGAGE,25000.0,22
1,3000,C,20.0,MORTGAGE,58000.0,27
1,6775,A,15.0,RENT,75000.0,25
1,11200,C,7.0,RENT,52800.0,30
0,5300,A,12.0,MORTGAGE,30929.6,33
0,30000,A,6.0,RENT,105000.0,29
1,6000,C,2.0,MORTGAGE,60000.0,26
1,25000,F,15.0,MORTGAGE,123000.0,28
1,1200,C,16.0,MORTGAGE,54996.0,30
1,3000,B,4.0,RENT,43200.0,51
1,20000,E,14.0,MORTGAGE,200000.0,26
0,11000,E,4.0,RENT,82500.0,28
0,4100,C,0.0,RENT,20000.0,23
1,11000,B,1.0,MORTGAGE,29232.0,24
1,12000,C,7.0,MORTGAGE,48996.0,22
1,14400,D,5.0,RENT,51871.0,24
1,16000,B,2.0,RENT,75000.0,24
0,12000,A,5.0,OWN,60000.0,40
0,18000,D,0.0,MORTGAGE,62000.0,23
0,15000,A,5.0,MORTGAGE,55000.0,33
1,14125,B,19.0,RENT,34800.0,33
0,10400,A,,RENT,20688.0,29
1,5000,A,3.0,RENT,40000.0,39
1,10000,B,7.0,RENT,45600.0,24
0,9100,B,6.0,MORTGAGE,66000.0,35
1,10000,D,4.0,MORTGAGE,71028.0,36
0,15000,C,1.0,OWN,40000.0,21
0,10000,D,2.0,RENT,108000.0,26
0,6000,B,1.0,MORTGAGE,24000.0,26
1,5500,D,0.0,RENT,30000.0,31
0,3000,A,8.0,OWN,58000.0,34
0,7000,C,2.0,MORTGAGE,51600.0,22
0,6500,A,3.0,RENT,42500.0,31
1,16000,D,3.0,RENT,70000.0,20
0,3500,B,2.0,MORTGAGE,94896.0,33
1,14000,B,19.0,MORTGAGE,90000.0,26
0,1000,B,1.0,MORTGAGE,25000.0,34
1,4750,C,7.0,MORTGAGE,85000.0,32
0,4750,A,6.0,MORTGAGE,40000.0,22
1,8000,A,12.0,RENT,36996.0,22
1,7000,B,4.0,RENT,30000.0,29
0,3000,A,1.0,RENT,43500.0,24
0,6000,B,10.0,MORTGAGE,92000.0,31
0,12000,A,11.0,MORTGAGE,135000.0,24
0,4500,A,6.0,MORTGAGE,120000.0,33
0,4500,B,4.0,MORTGAGE,147884.76,27
1,4350,C,1.0,RENT,90000.0,35
1,7400,C,,RENT,49995.0,24
1,21500,A,0.0,RENT,82000.0,30
1,10000,B,19.0,OWN,186000.0,25
0,4000,C,12.0,RENT,65499.0,25
1,10000,C,,RENT,24000.0,21
1,20000,C,1.0,OTHER,55000.0,24
1,6000,B,4.0,MORTGAGE,126000.0,26
0,12000,E,3.0,RENT,50000.0,24
0,6400,A,3.0,MORTGAGE,36000.0,24
0,3000,C,19.0,RENT,78000.0,30
0,10000,E,0.0,RENT,30000.0,24
0,5000,A,24.0,RENT,108000.0,23
1,7125,B,2.0,MORTGAGE,60000.0,32
0,11750,A,9.0,MORTGAGE,49000.0,30
0,20000,A,6.0,OWN,85000.0,27
0,1950,B,6.0,RENT,90000.0,36
0,4800,C,29.0,MORTGAGE,75000.0,25
0,14000,C,4.0,RENT,32500.0,24
0,20000,B,31.0,MORTGAGE,210000.0,33
1,25475,B,0.0,RENT,60000.0,22
0,8000,B,5.0,RENT,65000.0,24
0,5000,A,0.0,RENT,28140.0,29
1,10000,C,2.0,RENT,45000.0,35
1,10000,C,6.0,MORTGAGE,60000.0,27
1,6000,B,10.0,RENT,30000.0,28
0,3600,A,9.0,MORTGAGE,59000.0,23
0,25000,D,2.0,RENT,52000.0,26
0,10000,A,3.0,RENT,30000.0,23
1,9250,B,1.0,RENT,40000.0,35
0,5000,A,7.0,MORTGAGE,60000.0,29
1,6125,A,25.0,RENT,120000.0,32
0,6000,D,5.0,MORTGAGE,50000.0,40
0,15000,C,14.0,OWN,60000.0,28
0,5375,B,2.0,RENT,15360.0,28
1,20000,C,6.0,MORTGAGE,184000.0,24
1,5000,B,17.0,MORTGAGE,78000.0,27
0,14000,B,2.0,RENT,54000.0,25
1,9600,A,10.0,RENT,55000.0,25
0,2400,D,1.0,RENT,21600.0,22
1,6500,D,4.0,RENT,42500.0,34
0,1500,C,7.0,MORTGAGE,30000.0,29
0,9350,A,5.0,MORTGAGE,48500.0,30
0,9500,A,2.0,RENT,36000.0,34
1,4000,A,5.0,RENT,41000.0,37
0,21000,A,9.0,MORTGAGE,85000.0,35
0,3900,A,,MORTGAGE,20112.0,36
1,15000,B,0.0,MORTGAGE,55000.0,27
0,4000,A,1.0,RENT,13200.0,24
1,5000,D,2.0,RENT,107028.0,35
1,8000,C,8.0,MORTGAGE,74400.0,27
0,3000,B,1.0,OWN,27600.0,31
0,3600,B,0.0,MORTGAGE,26400.0,34
1,12800,A,6.0,MORTGAGE,56000.0,25
0,7700,A,7.0,RENT,65000.0,56
1,5000,D,6.0,RENT,38000.0,32
0,5000,A,0.0,RENT,18000.0,23
1,3000,A,7.0,OWN,41235.0,35
0,3500,A,7.0,MORTGAGE,61440.0,35
0,10000,A,3.0,MORTGAGE,72000.0,26
0,8000,E,3.0,RENT,30000.0,24
1,10000,A,9.0,MORTGAGE,43700.0,23
1,10000,A,2.0,MORTGAGE,43200.0,60
1,15000,D,17.0,RENT,42000.0,27
1,4400,B,12.0,OWN,42000.0,23
0,8500,C,0.0,RENT,25000.0,25
0,5000,A,0.0,RENT,31404.0,22
0,15000,A,1.0,RENT,35000.0,29
0,15000,E,19.0,RENT,38000.0,25
1,7600,A,9.0,RENT,18000.0,28
1,8500,C,0.0,MORTGAGE,43000.0,24
1,12000,A,0.0,MORTGAGE,36000.0,36
1,6400,D,2.0,RENT,47000.0,32
0,10000,A,2.0,MORTGAGE,37000.0,23
0,9000,B,0.0,RENT,37500.0,22
0,10000,A,13.0,MORTGAGE,62000.0,24
0,6250,A,0.0,OWN,18000.0,24
1,9750,A,4.0,RENT,35000.0,27
1,5000,A,5.0,RENT,40800.0,35
1,7550,D,8.0,RENT,34560.0,41
0,4000,A,0.0,RENT,68000.0,25
0,12000,B,2.0,OWN,96000.0,34
0,1200,A,1.0,MORTGAGE,74000.0,32
0,6000,A,0.0,MORTGAGE,67000.0,23
1,8000,B,1.0,RENT,25000.0,25
0,15000,B,4.0,MORTGAGE,103363.0,34
1,10000,C,1.0,OWN,72000.0,29
1,5000,A,0.0,MORTGAGE,90000.0,31
1,7500,C,15.0,RENT,68844.0,23
0,17500,E,5.0,MORTGAGE,74100.0,21
0,3800,D,3.0,RENT,30004.0,25
0,8000,D,0.0,RENT,58000.0,22
0,1500,D,9.0,RENT,35004.0,23
0,35000,D,5.0,MORTGAGE,175000.0,23
0,22000,B,9.0,MORTGAGE,92000.0,24
1,6000,D,2.0,RENT,60000.0,23
1,15000,C,28.0,OWN,43600.0,23
0,17000,A,3.0,MORTGAGE,68250.0,25
0,6000,A,11.0,MORTGAGE,81000.0,28
0,16000,E,2.0,RENT,65000.0,24
0,10000,D,4.0,RENT,55000.0,32
0,3000,B,3.0,RENT,74250.0,23
0,14000,B,5.0,RENT,95000.0,24
1,7800,B,0.0,RENT,33000.0,23
0,12000,B,2.0,OWN,42240.0,28
0,20000,B,7.0,MORTGAGE,64049.0,28
1,13750,D,0.0,RENT,30000.0,21
0,24250,B,10.0,MORTGAGE,108000.0,25
1,12500,G,2.0,MORTGAGE,123000.0,30
0,7500,A,1.0,MORTGAGE,82000.0,24
0,6000,A,4.0,MORTGAGE,56000.0,23
0,3000,A,2.0,MORTGAGE,88668.0,25
0,8000,D,13.0,OTHER,27048.0,25
1,4000,C,7.0,MORTGAGE,25200.0,22
0,12000,A,9.0,MORTGAGE,35000.0,32
0,7500,B,10.0,MORTGAGE,51500.0,22
0,12000,B,2.0,RENT,38500.0,28
0,17000,B,3.0,MORTGAGE,73000.0,22
1,6000,A,5.0,MORTGAGE,66000.0,23
1,10000,B,12.0,RENT,30000.0,21
0,7200,B,3.0,OWN,66600.0,24
1,10000,D,4.0,OWN,36000.0,36
0,25000,B,26.0,RENT,70000.0,27
0,8500,B,3.0,RENT,68000.0,42
1,9600,C,4.0,RENT,24000.0,21
1,21000,D,0.0,MORTGAGE,48000.0,31
1,1050,A,2.0,MORTGAGE,31200.0,22
0,9000,D,4.0,MORTGAGE,87000.0,41
1,6000,D,8.0,MORTGAGE,40000.0,33
0,7500,D,1.0,RENT,43260.0,21
0,13000,B,1.0,RENT,64000.0,32
1,1500,B,0.0,RENT,24000.0,31
0,2000,B,1.0,RENT,38000.0,24
0,12000,A,3.0,MORTGAGE,106000.0,25
0,11000,B,3.0,MORTGAGE,70000.0,24
0,20000,C,2.0,RENT,92000.0,29
1,12000,D,14.0,RENT,840000.0,32
1,4000,C,19.0,RENT,48804.0,33
1,5075,B,0.0,RENT,20000.0,36
0,1500,B,6.0,RENT,35000.0,23
0,6300,A,0.0,MORTGAGE,50000.0,29
0,9600,A,14.0,RENT,42000.0,59
0,8500,A,1.0,RENT,24000.0,39
1,1800,D,17.0,MORTGAGE,45600.0,36
1,12300,A,7.0,RENT,45000.0,23
0,6000,A,2.0,RENT,23198.0,25
1,5600,C,5.0,MORTGAGE,66000.0,23
0,8875,E,0.0,MORTGAGE,29124.0,22
1,6000,C,15.0,RENT,45000.0,22
0,5500,A,3.0,RENT,48000.0,25
1,1000,A,21.0,RENT,48000.0,36
1,14000,A,5.0,MORTGAGE,75000.0,26
1,5000,A,17.0,MORTGAGE,50000.0,30
0,4500,A,0.0,RENT,40000.0,26
0,8000,C,6.0,RENT,65500.0,21
1,5000,D,2.0,RENT,40800.0,25
1,7200,B,0.0,RENT,50000.0,24
1,18500,A,1.0,RENT,112000.0,31
0,3000,C,4.0,RENT,75000.0,24
0,12000,B,22.0,RENT,55000.0,25
1,8325,B,5.0,MORTGAGE,48000.0,21
0,5000,A,14.0,OWN,39520.0,36
0,2000,A,1.0,RENT,61000.0,26
0,1000,B,7.0,MORTGAGE,36000.0,21
0,4000,A,9.0,MORTGAGE,38000.0,22
1,12800,C,16.0,RENT,36000.0,30
0,1000,C,0.0,RENT,35100.0,22
1,4000,B,,MORTGAGE,48000.0,28
0,4000,B,3.0,OWN,44000.0,47
1,10325,D,11.0,RENT,70000.0,23
0,12000,B,3.0,RENT,48996.0,27
0,16000,E,25.0,MORTGAGE,72000.0,28
1,3000,A,2.0,MORTGAGE,22800.0,23
0,10000,C,2.0,MORTGAGE,94500.0,27
0,10000,A,5.0,RENT,60000.0,29
0,20000,B,1.0,RENT,35364.0,24
1,2150,C,14.0,MORTGAGE,11029.0,28
0,9000,C,7.0,RENT,87000.0,25
0,15000,A,10.0,RENT,33000.0,28
0,3000,A,1.0,RENT,43000.0,23
0,4800,B,7.0,RENT,50000.0,23
0,10000,D,13.0,RENT,48000.0,23
0,15000,D,5.0,OWN,50000.0,24
0,7500,B,0.0,RENT,40000.0,24
0,2000,B,3.0,RENT,48000.0,25
0,12000,A,5.0,MORTGAGE,80000.0,25
0,30000,D,7.0,RENT,90000.0,36
1,1800,B,1.0,RENT,18000.0,22
0,11300,D,5.0,RENT,56472.0,35
0,23000,B,27.0,OWN,160000.0,28
1,7000,C,3.0,RENT,58000.0,23
0,9000,B,5.0,MORTGAGE,80000.0,28
1,5000,F,1.0,MORTGAGE,45000.0,22
1,10625,C,8.0,OWN,25000.0,37
0,1500,B,6.0,OWN,34056.0,21
0,5000,A,4.0,RENT,15600.0,32
0,7000,C,2.0,MORTGAGE,72500.0,29
1,25000,D,11.0,MORTGAGE,84132.0,29
0,4500,A,5.0,RENT,24000.0,26
0,12000,C,18.0,MORTGAGE,80000.0,24
1,5000,C,4.0,RENT,150000.0,24
0,12000,B,2.0,RENT,83000.0,48
1,7750,B,2.0,MORTGAGE,36000.0,22
0,7500,D,15.0,MORTGAGE,105000.0,43
1,12000,B,1.0,MORTGAGE,27000.0,22
0,12000,B,2.0,RENT,60000.0,23
0,15000,A,3.0,RENT,65000.0,23
0,6500,A,3.0,RENT,24000.0,36
1,21600,E,6.0,RENT,92001.0,33
1,25000,E,14.0,MORTGAGE,110000.0,25
0,10000,A,2.0,MORTGAGE,62000.0,23
1,7750,A,1.0,MORTGAGE,21424.0,29
0,9250,A,10.0,MORTGAGE,57000.0,23
0,12500,D,5.0,OWN,75000.0,23
1,16750,G,0.0,RENT,60000.0,24
0,5000,A,1.0,RENT,52000.0,22
1,12625,A,1.0,MORTGAGE,55000.0,29
0,1000,C,0.0,RENT,11760.0,22
0,9500,B,3.0,RENT,72000.0,29
1,3000,C,3.0,RENT,66000.0,25
0,1500,B,5.0,RENT,36000.0,24
0,15000,A,2.0,MORTGAGE,127500.0,22
0,5000,A,5.0,MORTGAGE,38000.0,35
1,14500,B,3.0,RENT,55500.0,24
1,1450,B,24.0,MORTGAGE,35000.0,24
0,15000,B,2.0,MORTGAGE,57996.0,41
0,20000,E,6.0,RENT,135000.0,34
0,5600,B,6.0,RENT,43860.0,26
0,2000,A,0.0,RENT,14000.0,21
0,10000,A,9.0,MORTGAGE,35360.0,25
0,17000,C,0.0,RENT,65000.0,26
1,4000,C,1.0,MORTGAGE,74551.92,26
1,5350,C,3.0,MORTGAGE,36000.0,27
0,3500,C,7.0,RENT,56000.0,23
0,10000,D,21.0,MORTGAGE,53000.0,31
0,18000,D,0.0,MORTGAGE,102000.0,21
1,2000,D,3.0,RENT,43200.0,24
0,14000,A,0.0,MORTGAGE,85000.0,25
0,12000,A,7.0,MORTGAGE,55000.0,31
1,5400,B,3.0,MORTGAGE,50000.0,23
0,4800,B,12.0,RENT,69000.0,23
1,16750,G,16.0,RENT,94000.0,28
0,2500,B,0.0,MORTGAGE,50000.0,22
0,15350,A,14.0,MORTGAGE,80000.0,32
1,15000,B,23.0,RENT,48000.0,22
1,12000,D,0.0,MORTGAGE,45000.0,31
0,7500,A,0.0,MORTGAGE,52000.0,28
1,5000,B,0.0,RENT,37000.0,32
0,10000,C,1.0,MORTGAGE,58200.0,22
0,16800,B,8.0,RENT,125000.0,24
1,15000,B,7.0,MORTGAGE,106000.0,25
0,8000,B,6.0,RENT,68120.0,27
1,2400,C,0.0,RENT,26400.0,22
0,2350,C,6.0,RENT,44400.0,25
0,14650,C,0.0,RENT,60000.0,26
0,5000,A,0.0,MORTGAGE,95000.0,28
0,10000,B,3.0,RENT,67500.0,35
0,7000,B,0.0,OWN,60000.0,28
1,15000,B,1.0,MORTGAGE,26000.0,33
0,8000,C,12.0,RENT,71000.0,26
1,10000,A,0.0,RENT,30000.0,31
1,6000,D,18.0,MORTGAGE,40000.0,30
0,10000,A,1.0,MORTGAGE,60000.0,29
1,10000,E,13.0,RENT,31504.27,40
1,8000,B,0.0,RENT,30000.0,26
0,3500,D,2.0,RENT,21600.0,22
0,7800,B,6.0,RENT,40320.0,29
1,4500,B,3.0,MORTGAGE,38000.0,27
0,18825,A,5.0,RENT,42000.0,34
0,12000,A,2.0,MORTGAGE,96000.0,23
1,5000,A,7.0,RENT,27096.0,25
0,10400,D,3.0,RENT,60000.0,23
1,12000,B,27.0,MORTGAGE,57000.0,24
0,5000,B,4.0,MORTGAGE,70000.0,28
0,15000,C,0.0,RENT,60000.0,33
1,16000,B,12.0,RENT,36000.0,27
0,5000,C,9.0,MORTGAGE,62000.0,30
0,5700,B,,MORTGAGE,61200.0,27
0,6500,A,3.0,MORTGAGE,97192.0,30
0,4000,B,,RENT,12000.0,21
1,10000,B,12.0,MORTGAGE,43000.0,24
1,2875,B,4.0,OWN,40800.0,37
0,20000,A,44.0,OWN,153936.0,42
0,6000,C,7.0,MORTGAGE,84996.0,32
0,9000,D,0.0,RENT,65000.0,23
0,2950,B,2.0,OWN,30000.0,31
1,4000,B,3.0,RENT,15000.0,22
1,11000,C,2.0,RENT,30720.0,25
1,25000,D,3.0,MORTGAGE,91200.0,33
1,6000,D,5.0,RENT,30000.0,32
1,10750,B,2.0,MORTGAGE,53000.0,25
1,5000,B,4.0,RENT,30000.0,31
1,9975,B,8.0,RENT,60000.0,22
0,12200,B,4.0,OWN,28000.0,25
1,10800,D,3.0,RENT,54000.0,27
1,12000,D,1.0,MORTGAGE,45000.0,24
0,24000,A,0.0,RENT,150000.0,23
0,16000,A,6.0,RENT,65000.0,22
0,8825,D,14.0,MORTGAGE,80000.0,25
0,8000,A,2.0,RENT,77000.0,24
0,4800,D,13.0,OWN,30000.0,37
0,13000,C,10.0,RENT,43000.0,22
1,5000,C,,OWN,16800.0,28
0,5000,A,3.0,MORTGAGE,77000.0,29
0,1500,B,3.0,MORTGAGE,38000.0,25
1,7000,A,14.0,RENT,55000.0,24
0,12000,B,1.0,MORTGAGE,90000.0,23
1,14400,B,0.0,MORTGAGE,75000.0,26
1,16000,B,1.0,RENT,58500.0,22
0,17200,A,4.0,MORTGAGE,50000.0,26
0,14400,A,9.0,MORTGAGE,90000.0,31
0,3500,A,9.0,MORTGAGE,31200.0,22
1,8000,B,3.0,RENT,45000.0,23
0,13250,B,4.0,MORTGAGE,60000.0,32
1,5600,B,5.0,RENT,42000.0,33
1,10000,B,4.0,RENT,51000.0,26
1,18000,B,6.0,RENT,52610.0,22
1,7000,E,2.0,OWN,75996.0,26
1,7650,B,5.0,RENT,57000.0,23
0,3000,A,5.0,RENT,40000.0,30
1,7200,B,2.0,RENT,55700.0,25
0,15000,B,5.0,RENT,40277.0,32
0,20800,B,18.0,OWN,145000.0,23
1,6000,B,18.0,MORTGAGE,61000.0,24
0,3000,A,4.0,OWN,113500.0,34
0,17325,B,1.0,MORTGAGE,114000.0,23
1,6250,C,5.0,MORTGAGE,86000.0,36
0,2500,C,,MORTGAGE,45600.0,28
0,3600,B,3.0,RENT,20000.0,24
1,5000,A,9.0,MORTGAGE,92000.0,30
1,15000,B,3.0,RENT,35976.0,23
0,10000,A,4.0,RENT,45000.0,22
0,10675,A,6.0,MORTGAGE,75600.0,22
0,3500,A,14.0,MORTGAGE,63000.0,26
0,8000,B,8.0,RENT,88000.0,44
0,6000,B,4.0,RENT,54996.0,22
0,6400,D,2.0,RENT,31836.0,29
0,2325,A,4.0,MORTGAGE,50000.0,37
1,15000,C,25.0,RENT,32000.0,21
0,15000,C,5.0,RENT,30000.0,26
0,16000,B,10.0,MORTGAGE,53000.0,25
1,8000,C,5.0,MORTGAGE,66000.0,25
1,8000,D,5.0,RENT,61000.0,22
1,12000,B,17.0,MORTGAGE,54600.0,22
0,3000,B,1.0,OWN,28000.0,34
0,12000,A,4.0,MORTGAGE,113000.0,23
1,6000,B,8.0,RENT,18000.0,24
0,18000,A,3.0,MORTGAGE,95000.0,24
0,2000,D,0.0,RENT,15915.0,24
0,7000,A,2.0,RENT,33000.0,23
1,8000,A,2.0,RENT,113300.0,38
1,2100,B,2.0,RENT,105000.0,24
1,13200,F,1.0,MORTGAGE,125000.0,28
0,3600,A,3.0,RENT,36000.0,22
0,14000,A,5.0,RENT,110004.0,24
0,10000,B,5.0,MORTGAGE,38000.0,22
0,8000,A,3.0,RENT,42000.0,25
0,5000,D,2.0,RENT,66000.0,27
0,10950,A,11.0,MORTGAGE,65000.0,26
0,7000,A,2.0,RENT,35000.0,25
0,3000,A,4.0,OWN,48000.0,24
1,10000,C,0.0,RENT,30000.0,23
0,12000,A,3.0,RENT,42000.0,26
0,6275,A,0.0,OWN,135000.0,33
1,4900,C,10.0,RENT,44000.0,33
1,5000,G,4.0,RENT,50000.0,32
0,10000,E,2.0,MORTGAGE,82000.0,25
0,9600,A,4.0,OWN,26400.0,24
1,16000,C,2.0,RENT,55000.0,25
0,20000,C,2.0,RENT,65500.0,23
0,5500,A,1.0,MORTGAGE,32400.0,22
0,20000,B,,MORTGAGE,56533.0,24
0,20000,E,9.0,OWN,127000.0,25
0,15000,B,15.0,MORTGAGE,156000.0,24
1,6800,F,2.0,RENT,36500.0,24
0,16000,B,12.0,RENT,93000.0,26
0,7750,A,26.0,MORTGAGE,90000.0,25
0,4000,B,3.0,RENT,10636.0,61
0,8000,D,4.0,MORTGAGE,37700.0,23
0,20000,A,2.0,MORTGAGE,180000.0,29
1,4925,B,0.0,MORTGAGE,120000.0,30
0,6000,B,11.0,OWN,36000.0,23
1,10000,D,4.0,RENT,50004.0,27
1,5000,C,2.0,RENT,65000.0,28
0,12000,B,8.0,MORTGAGE,67992.0,24
1,5000,D,1.0,RENT,36000.0,24
0,6000,B,0.0,MORTGAGE,19404.0,39
0,1775,A,3.0,MORTGAGE,55000.0,33
0,8875,A,18.0,MORTGAGE,58000.0,31
0,10000,B,,MORTGAGE,98000.0,27
1,5000,D,0.0,RENT,46000.0,26
0,6200,B,18.0,MORTGAGE,24000.0,36
0,4000,C,9.0,RENT,43200.0,27
0,24500,B,10.0,OWN,150000.0,41
0,5000,E,13.0,OWN,73000.0,26
1,4000,C,2.0,OWN,18000.0,22
0,7000,A,4.0,MORTGAGE,100000.0,28
1,5600,A,0.0,RENT,137004.0,41
1,5600,C,0.0,RENT,85000.0,45
0,15000,A,0.0,MORTGAGE,100000.0,31
0,8000,B,3.0,RENT,71000.0,35
0,5200,C,4.0,MORTGAGE,35000.0,35
1,12000,A,15.0,MORTGAGE,80000.0,25
1,4000,B,9.0,RENT,42000.0,23
0,10000,A,0.0,MORTGAGE,93000.0,32
1,15000,A,0.0,MORTGAGE,54000.0,26
0,11500,B,2.0,OWN,145000.0,24
0,6000,A,11.0,MORTGAGE,100000.0,25
0,5000,B,2.0,RENT,25000.0,27
0,4000,A,7.0,RENT,48000.0,30
0,6000,D,2.0,RENT,26400.0,35
0,10000,A,4.0,OWN,36996.0,23
1,3600,A,1.0,RENT,24000.0,24
0,6600,C,5.0,RENT,39000.0,31
1,14500,E,0.0,RENT,30600.0,25
1,9950,C,18.0,RENT,25404.0,32
0,6500,B,1.0,MORTGAGE,110000.0,25
1,8275,C,4.0,MORTGAGE,109000.0,27
0,4000,A,0.0,RENT,55000.0,26
1,16000,C,19.0,RENT,58000.0,25
0,1600,C,9.0,MORTGAGE,72000.0,37
1,4800,C,2.0,RENT,48000.0,24
0,17500,B,1.0,RENT,48500.0,27
0,2000,B,2.0,MORTGAGE,55200.0,23
0,6000,B,4.0,RENT,54996.0,22
1,9800,D,40.0,MORTGAGE,74500.0,23
1,2700,B,15.0,RENT,24000.0,23
0,5000,A,2.0,RENT,59600.0,28
0,17000,C,3.0,RENT,80000.0,28
0,4000,B,1.0,RENT,36000.0,28
0,4000,B,11.0,MORTGAGE,55000.0,29
1,3000,C,0.0,OWN,62500.0,31
1,13750,C,1.0,RENT,36000.0,32
0,19000,B,1.0,MORTGAGE,69000.0,23
1,25000,D,16.0,MORTGAGE,200000.0,25
1,7000,B,5.0,OWN,24000.0,23
0,8000,D,8.0,MORTGAGE,80000.0,23
0,12000,B,5.0,RENT,123000.0,33
0,8000,B,6.0,MORTGAGE,126000.0,30
0,7000,B,3.0,RENT,35000.0,29
0,3000,B,1.0,RENT,54996.0,35
0,16000,D,6.0,RENT,80000.0,32
1,10000,C,4.0,RENT,47500.0,28
0,1825,C,11.0,MORTGAGE,98000.0,29
1,2500,A,1.0,RENT,32004.0,42
1,16500,D,26.0,MORTGAGE,64000.0,23
1,5000,B,0.0,MORTGAGE,30000.0,22
