"Tweet_Date"|"Tweet_Text"|"Tweet_Handle"
"Mon Dec 23 160943 0000 2013"|"RT milinddeora Congratulations ArvindKejriwal on becoming Delhis CM I wish AamAadmiParty my very best in delivering on their election"|"manishkbaid"
"Mon Dec 23 160923 0000 2013"|"68880 of 265966 opposed AAP forming govt with congress thats a good 75 people support httptco47IiCnqNON congrats ArvindKejriwal"|"pavanstweet"
"Mon Dec 23 160920 0000 2013"|"RT rameshp6288 attorneybharti and AapYogendra on live in news x channel Donkeyji ChaudharyRamesh AamAadmiParty mannu209 httptco"|"ChaudharyRamesh"
"Mon Dec 23 160912 0000 2013"|"On AAPGovt AAPGovtInDelhi Watch Brilliant BDUTT Debate o ndtvNOT Idiotic2night timesofindia TImesNows thenewshour AamAadmiParty"|"SunjayJK"
"Mon Dec 23 160909 0000 2013"|"AamAadmiParty Congratulations to all Delhi Aam Aadmis Its your government Pls Support them in every issues"|"nobujose"
"Mon Dec 23 160904 0000 2013"|"attorneybharti and AapYogendra on live in news x channel Donkeyji ChaudharyRamesh AamAadmiParty mannu209 httptcoHis5ROhlRW"|"rameshp6288"
"Mon Dec 23 160831 0000 2013"|"Surfing channels landed up seeing ArnabGoswami made to shut up by shazia of AamAadmiParty They arent just changing politics but news TV"|"virenpopli"
"Mon Dec 23 160830 0000 2013"|"bharatbuilder AamAadmiParty shaziailmi She is Too aggressive so many timesJust stay cool like AapYogendra and reply all harsh qstns"|"DharmBeniwal"
"Mon Dec 23 160759 0000 2013"|"RT shailichopra Support to AamAadmiParty is not a blank cheque says Abhishek Singh AAP ArvindKejriwal"|"shobhapande"
"Mon Dec 23 160747 0000 2013"|"RT bharatbuilder So many debates on AamAadmiParty  on different channels I am confused which one to see"|"shobhapande"
"Mon Dec 23 160743 0000 2013"|"RT NitiCentral Betrayed India questions ArvindKejriwal AamAadmiParty AAPCon httptcoyHZrc9ofRp httptcoGB5AGJUKRr"|"Camouflage"
"Mon Dec 23 160739 0000 2013"|"RT shailichopra Whats AamAadmiParty take on Delhi amp womens safety Who cares whether Kejriwal takes CM bunglow or not sardesairajdee"|"ShKa89"
"Mon Dec 23 160728 0000 2013"|"AAP to form govt in Delhi httptcoTWoZFPV4XS"|"JhadDenge"
"Mon Dec 23 160722 0000 2013"|"A lot of AamAadmiParty supportersvolunteers not impressed with shaziailmi tonight More maturity required"|"bharatbuilder"
"Mon Dec 23 160722 0000 2013"|"RT preethidb AAP forming minority govt NOT tkg congress supp pl see AKs intvw httptco1MfYg7op1u ankitlal AamAadmiParty Vishal"|"LostInSpace"
"Mon Dec 23 160717 0000 2013"|"Can u believe surjitbhalla just compared AamAadmiParty to Tea Party movement  Are all of the Fuhrers PR spin managers just as daft"|"royskaria"
"Mon Dec 23 160705 0000 2013"|"thenewshour AamAadmiParty Just like Rahul is not consistent with his beard Congress is not consistent in its support to AAP"|"Tikam"
"Mon Dec 23 160640 0000 2013"|"RT shailichopra Whats AamAadmiParty take on Delhi amp womens safety Who cares whether Kejriwal takes CM bunglow or not sardesairajdee"|"subhashpakhare"
"Mon Dec 23 160636 0000 2013"|"Lets get to the cleaning act Abh kar loan Delhi ko saaf AAP ArvindKejriwal AamAadmiParty httptcojrEoh7rV5V"|"saishkuvelker"
"Mon Dec 23 160553 0000 2013"|"A Promissory Notethe kind congress has been promising  shailichopra Support to AamAadmiParty is not a blank cheque says Abhishek Singh"|"des2videsh"
"Mon Dec 23 160529 0000 2013"|"RT SunilSinghBJP Today when AamAadmiParty decided to form govt with Congress support I just remembered this graphic httptcosFnA1zEq"|"bhavikdwivedi"
"Mon Dec 23 160521 0000 2013"|"vicky20680 AamAadmiParty rahuldev2 cvoter ArvindKejriwal  I am willing to take any abuse for AAP today watershed 4 Indian democracy"|"vikasgulia9"
"Mon Dec 23 160518 0000 2013"|"thenewshour AAPGovtInDelhi WithCongress and AamAadmiParty decided to be bed fellows  No wonder BJP4India bjpis against Article 370"|"arshpath"
"Mon Dec 23 160453 0000 2013"|"RT DummyCracy bharatbuilder AamAadmiParty watch times now  Shazia blocked Arnab  He first time started crying like a kid"|"ajaykumar18192"
"Mon Dec 23 160446 0000 2013"|"livemint ArvindKejriwal AamAadmiParty Arvind Kejriwal sweep dirt amp clean  Make every thing Transperent amp  amm junta friendly "|"Pradyut45"
"Mon Dec 23 160429 0000 2013"|"shailichopra AamAadmiParty sardesairajdeep thats why ppl watch times now"|"lincolnrulz"
"Mon Dec 23 160419 0000 2013"|"RT DummyCracy bharatbuilder AamAadmiParty watch times now  Shazia blocked Arnab  He first time started crying like a kid"|"achalkumargupta"
"Mon Dec 23 160416 0000 2013"|"Today when AamAadmiParty decided to form govt with Congress support I just remembered this graphic httptcosFnA1zEqIT"|"SunilSinghBJP"
"Mon Dec 23 160406 0000 2013"|"RT DummyCracy bharatbuilder AamAadmiParty watch times now  Shazia blocked Arnab  He first time started crying like a kid"|"Ikumar7"
"Mon Dec 23 160318 0000 2013"|"RT DummyCracy bharatbuilder AamAadmiParty watch times now  Shazia blocked Arnab  He first time started crying like a kid"|"samratroyc"
"Mon Dec 23 160245 0000 2013"|"RT DummyCracy bharatbuilder AamAadmiParty watch times now  Shazia blocked Arnab  He first time started crying like a kid"|"jayantsjy"
"Mon Dec 23 160239 0000 2013"|"RT menakadoshi Maybe AamAadmiParty can focus on reducing power theft as one way of reducing prices"|"yash3singh"
"Mon Dec 23 160234 0000 2013"|"AamAadmiParty ArvindKejriwal if I were NaMo I wud give you a standing ovation show some spirit and not start scheming against AAP"|"gurupratap"
"Mon Dec 23 160221 0000 2013"|"thenewshour TimesNow Tragedy Bizarre w respect wat an Idiot 2nightKabi tho TRP ko chod do AamAadmiParty ShaziaIlmi SankarshanT"|"SunjayJK"
"Mon Dec 23 160218 0000 2013"|"RT shailichopra Whats AamAadmiParty take on Delhi amp womens safety Who cares whether Kejriwal takes CM bunglow or not sardesairajdee"|"vivekkv92"
"Mon Dec 23 160213 0000 2013"|"AamAadmiParty AAP has totally shattered Modis challenge ampchanged poilitical equa for coming 2014 Gen Elec BJP amp Cong still handinhand"|"sksnco"
"Mon Dec 23 160211 0000 2013"|"RT menakadoshi Maybe AamAadmiParty can focus on reducing power theft as one way of reducing prices"|"adhikesava"
"Mon Dec 23 160203 0000 2013"|"RT DummyCracy bharatbuilder AamAadmiParty watch times now  Shazia blocked Arnab  He first time started crying like a kid"|"bharatbuilder"
"Mon Dec 23 160203 0000 2013"|"glad to see a AamAadmiParty govt in delhi like our very own arab spring"|"aileronajay"
"Mon Dec 23 160152 0000 2013"|"shailichopra AamAadmiParty sardesairajdeep Take a look at this httptcoBM9zRxIivp  Its what Kejriwal said before the election"|"kdudakia"
"Mon Dec 23 160151 0000 2013"|"theRohitBansal JehangirPocha rakeshkhar AamAadmiParty AAP please define problem"|"drunkbull"
"Mon Dec 23 160127 0000 2013"|"RT shailichopra Hope after 27 Dec AamAadmiParty reps take a break from panels and focus on the capital state and fix its problems AAP "|"ranjeetkmishra"
"Mon Dec 23 160122 0000 2013"|"bharatbuilder AamAadmiParty watch times now  Shazia blocked Arnab  He first time started crying like a kid"|"DummyCracy"
"Mon Dec 23 160118 0000 2013"|"Now People of Delhi must spend some time and money daily to reply the questions that its new AamAadmiParty Govt will ask AAPGovtInDelhi"|"bkapilyadav"
"Mon Dec 23 160116 0000 2013"|"AamAadmiParty  Dear AAP team congratulation and good wishes"|"kamalaprasad"
"Mon Dec 23 160112 0000 2013"|"Whats AamAadmiParty take on Delhi amp womens safety Who cares whether Kejriwal takes CM bunglow or not sardesairajdeep AAPGovt AAPCon"|"shailichopra"
"Mon Dec 23 160019 0000 2013"|"AamAadmiParty please let me know how i can be a member of AAP in Hyderabad"|"AibShoaib"
"Mon Dec 23 160005 0000 2013"|"RT NitiCentral Betrayed India questions ArvindKejriwal AamAadmiParty AAPCon httptcoyHZrc9ofRp httptcoGB5AGJUKRr"|"madhumscar"
"Mon Dec 23 160005 0000 2013"|"RT NitiCentral Betrayed India questions ArvindKejriwal AamAadmiParty AAPCon httptcoyHZrc9ofRp httptcoGB5AGJUKRr"|"madhumscar"
"Mon Dec 23 155951 0000 2013"|"Wahjanab AamAadmiParty very good suggestion"|"DealingAsistant"
"Mon Dec 23 155948 0000 2013"|"TheRahulMehra meerasanyal AamAadmiParty Which means lots of people to people contact and educating the masses"|"carvalhomike"
"Mon Dec 23 155945 0000 2013"|"Hope after 27 Dec AamAadmiParty reps take a break from panels and focus on the capital state and fix its problems AAP AAPGovt"|"shailichopra"
"Mon Dec 23 155943 0000 2013"|"RT menakadoshi Maybe AamAadmiParty can focus on reducing power theft as one way of reducing prices"|"Fi8erRP"
"Mon Dec 23 155930 0000 2013"|"RT Wahjanab Now AamAadmiParty should open a portal where people can submit their complain about corruption negligence and other issues"|"DealingAsistant"
"Mon Dec 23 155927 0000 2013"|"AAPGovtInDelhi  A brave historical yet unconvinced decision by  AamAadmiParty to form govt with support of congress  ArvindKejriwal"|"Dhavish"
"Mon Dec 23 155924 0000 2013"|"AndrewBuncombe ArvindKejriwal AamAadmiParty it can only do that nothing else"|"praveen0109"
"Mon Dec 23 155917 0000 2013"|"SumitNagpal ArvindKejriwal AamAadmiParty will his govt survive that long"|"p1thywords"
"Mon Dec 23 155909 0000 2013"|"Wud AAP hv got 28 seats had chameleonkejri declared before election that they will take Sonia mummy support AamAadmiParty MrsGandhi"|"69bpl69"
"Mon Dec 23 155906 0000 2013"|"ZeroSibal swamy39 yu didnt ans my ques asked in earlier tweets Yu r just retweeting n avoid the ques we AamAadmiParty are not like that"|"rahuman94"
"Mon Dec 23 155905 0000 2013"|"Should AAP form a government in Delhi  httptcobDzY67TXbb"|"RajaSekharTYuva"
"Mon Dec 23 155903 0000 2013"|"TheRahulMehra meerasanyal AamAadmiParty Let people know the risks benefits of every decision and own the decision"|"carvalhomike"
"Mon Dec 23 155857 0000 2013"|"RT WhtRlyMtrs First BJP4India said AamAadmiParty is running away from their responsibility Now they are saying it is betraying people"|"eartherian"
"Mon Dec 23 155851 0000 2013"|"shailichopra aamaadmiparty got that  was said for 1935 act by Gandhi or nehru"|"pankajchaunsali"
"Mon Dec 23 155850 0000 2013"|"RT WhtRlyMtrs First INCIndia was offering unconditional support to AamAadmiParty  Now they are saying support was never uncondition"|"eartherian"
"Mon Dec 23 155848 0000 2013"|"TheRahulMehra meerasanyal AamAadmiParty  Best thing to take seemingly unpopular decision is to initiate a dialogue"|"carvalhomike"
"Mon Dec 23 155836 0000 2013"|"TheRahulMehra meerasanyal AamAadmiParty And be pragmatic and not populist Do not be afraid to take difficult decisions"|"carvalhomike"
"Mon Dec 23 155832 0000 2013"|"thenewshour TimesNow w respect sometimes Arnab can b so IdioticIrritatingas now o AamAadmiPartys AAPGovt ShaziaIlmi SankarshanT"|"SunjayJK"
"Mon Dec 23 155826 0000 2013"|"Prettisiingh PawanDurani dont worry dear AamAadmiParty on its way to mumbai Just wait till the election complete"|"DealingAsistant"
"Mon Dec 23 155817 0000 2013"|"First INCIndia was offering unconditional support to AamAadmiParty  Now they are saying support was never unconditional doublespeak"|"WhtRlyMtrs"
"Mon Dec 23 155704 0000 2013"|"First BJP4India said AamAadmiParty is running away from their responsibility Now they are saying it is betraying people doublespeak"|"WhtRlyMtrs"
"Mon Dec 23 155656 0000 2013"|"RT AndrewBuncombe So the BJP which had the chance to form the Delhi govt but chose not to now condemns the AamAadmiParty for doing so"|"LoveRizwan"
"Mon Dec 23 155655 0000 2013"|"RT bharatbuilder So many debates on AamAadmiParty  on different channels I am confused which one to see"|"jainpau1"
"Mon Dec 23 155649 0000 2013"|"AamAadmiParty Party n Congress Aap To Aise Na The"|"shailyaparanjpe"
"Mon Dec 23 155630 0000 2013"|"So many debates on AamAadmiParty  on different channels I am confused which one to see"|"bharatbuilder"
"Mon Dec 23 155618 0000 2013"|"Solving a problem that exists being frugal and great leadership are some of the lessons startups can learn from the AamAadmiParty"|"DeepakWadhwaDW"
"Mon Dec 23 155604 0000 2013"|"nehajhain to What were the most ridiculous startup ideas that eventually became successful httptcozlSRY58gC7 AamAadmiParty"|"varunspike"
"Mon Dec 23 155559 0000 2013"|"AamAadmiParty AamAadmiParty01 KhabarNDTV Humor Kejriwal didnt wear AAP cap in morning while addressing Media CM saab aap khas ho gaye "|"MukulRanjanIND"
"Mon Dec 23 155551 0000 2013"|"RT shailichopra Support to AamAadmiParty is not a blank cheque says Abhishek Singh AAP ArvindKejriwal"|"jainpau1"
"Mon Dec 23 155516 0000 2013"|"AamAadmiParty Some people Here are So much IMPATIENT that they cant even Wait for atleast 1 month To see the functionality of AAP govt"|"ankursahrawat0"
"Mon Dec 23 155453 0000 2013"|"We are giving Power to People of Delhi  ArvindKejriwal AAPGovtInDelhi AAP AAMAADMIPARTY JOINAAP"|"AISHVARYJAIN"
"Mon Dec 23 155417 0000 2013"|"meerasanyal aamaadmiparty  congrats to the AAP on behalf of Civil Society Group Kupwara JampK state Xpect a aam aadmi friendly governance"|"showketmasoodi"
"Mon Dec 23 155413 0000 2013"|"BDUTT  AamAadmiParty sardesairajdeep Kindly share Alefia Kapadias status and shame the culprit"|"mukulvij"
"Mon Dec 23 155413 0000 2013"|"kodaganallur dats wt I mean nw AamAadmiParty takng d suprt of cong so internally somwr de also voted fr cong "|"iamTechG"
"Mon Dec 23 155408 0000 2013"|"ohhhYess RT Sarakhan22Sara Bestest Party AamAadmiParty"|"Born2bAwsome"
"Mon Dec 23 155355 0000 2013"|"RT theRohitBansal JehangirPocha AAP can create an ecosystem where their civil servants become problem solvers not file pushers rakeshk"|"JehangirPocha"
"Mon Dec 23 155350 0000 2013"|"AamAadmiParty if u work well amp deliver on even 50 of promises made i hope the country will give u 75 lok sabha seats"|"srisaimahima"
"Mon Dec 23 155343 0000 2013"|"RT PurpleTruth if AapYogendra ArvindKejriwal AamAadmiParty  Implements Shunglu committee report Immidiately  Then Shiela Dixit will "|"Sanjaypro"
"Mon Dec 23 155305 0000 2013"|"RT Antarikshmusic AamAadmiParty brings a ray of hope for a better tomorrow Heres a song about hope in support of what AAP has done ht"|"aseembehl"
"Mon Dec 23 155258 0000 2013"|"if AapYogendra ArvindKejriwal AamAadmiParty  Implements Shunglu committee report Immidiately  Then Shiela Dixit will be in jail tomorrow"|"PurpleTruth"
"Mon Dec 23 155246 0000 2013"|"AamAadmiParty Distbution cos should be asked to compensate for d fraud committed in 15 yrs in one go or slash prices by 50"|"sksnco"
"Mon Dec 23 155246 0000 2013"|"Zeenews shame on you AamAadmiParty AAPCon"|"GendaSwami"
"Mon Dec 23 155244 0000 2013"|"RT perfectprakriti ArvindKejriwal AamAadmiParty congrats im the happiest person in the world today this marks the beginning of a be"|"khugshal2767"
"Mon Dec 23 155159 0000 2013"|"AjayMaken digvijaya28 PawanKhera INCIndiagtLET AamAadmiParty AAPYogendra ShaziaIlmi GOVERNCreateHistoryMayEvn Save MomInd frm Saheb"|"SunjayJK"
"Mon Dec 23 155131 0000 2013"|"AamAadmiParty should probably opensource their website Just a random thought"|"tarashish"
"Mon Dec 23 155113 0000 2013"|"AamAadmiParty with INC backup  wtf"|"rino234gr8"
"Mon Dec 23 155059 0000 2013"|"Wahjanab arungiri AamAadmiParty btw they have plannd for one i have heard"|"rohitjatwala"
"Mon Dec 23 155053 0000 2013"|"AamAadmiParty referendum was of the AAP by the AAP amp for the AAP to make ArvindKejriwal the Chief Minister of Delhi"|"RoshanSdrprop"
"Mon Dec 23 155052 0000 2013"|"Ppl of Delhi voted congress outAamAadmiParty gave them a Backdoor entry Wud aap care to tell us what happened behind closed doors"|"RenuKamboj58"
"Mon Dec 23 155052 0000 2013"|"RT Donkeyji Referendums full data httptco7YRYElG80f AamAadmiParty joinaap crguna riczb"|"pallavpatodia"
"Mon Dec 23 155048 0000 2013"|"AamAadmiParty sir by regulating new colonies lot of revenue will be generated by DDA which is now missing"|"manishgoel2174"
"Mon Dec 23 155033 0000 2013"|"God help ArvindKejriwal and AamAadmiParty All my good wishes for your success"|"SimplyShaks"
"Mon Dec 23 154948 0000 2013"|"Dear Congress the AamAadmiParty hasnt gone into the lions den aapne sher ke mooh mein haath dala hai If AapYogendra is to be believed"|"adiupadhyay"
"Mon Dec 23 154924 0000 2013"|"RT AAPHisar Adampur Constituency of HisarHaryana started campaigning 4months agoHuge Ground SpprtPpl want Change n We will bring it A"|"DharmBeniwal"
"Mon Dec 23 154920 0000 2013"|"BDUTT  in Loksabha election AamAadmiParty will get around 100 seats AapYogendra"|"santoshkunwar"
"Mon Dec 23 154910 0000 2013"|"RT menakadoshi Maybe AamAadmiParty can focus on reducing power theft as one way of reducing prices"|"AvinashBaliyan"
"Mon Dec 23 154906 0000 2013"|"RT AndrewBuncombe So the BJP which had the chance to form the Delhi govt but chose not to now condemns the AamAadmiParty for doing so"|"Rock576"
"Mon Dec 23 154854 0000 2013"|"AjayMaken digvijaya28 PawanKhera INCIndiagtB Happy 4Cosmo DelSpared Fascistsw HonestSecular AamAadmiParty AAPYogendra ShaziaIlmigt"|"SunjayJK"
